sample,Noncoding,alpha_IIIa_secreted_candidate,alpha_IIIb,alpha_IIIc,alpha_IIIc_truncated,alpha_truncated,beta_IIIa_secreted_candidate,beta_IIIb,beta_IIIc,dominant_negative_candidate,ultrashort_truncated
CDS-010xbm,19.879808,0.0,0.0,4.0822639999999994,0.0,0.0,0.0,2.302634,4.047474,0.0,0.0
CDS-02TzJp,359.416105,0.0,0.0,167.060074,0.326631,0.0,12.583454,14.844133,28.682126,0.0,8.848192
CDS-04NSe4,58.922526000000005,0.0,0.0,18.327462,0.083338,0.0,0.0,0.0,31.707962,0.0,10.410558
CDS-0693hw,3.612524,0.0,0.0,1.606839,0.0,0.0,0.0,0.65193,0.604024,0.0,0.0
CDS-07Plat,0.694087,0.0,0.0,0.476663,0.0,0.0,0.0,0.0,0.072064,0.0,0.0
CDS-08FOcu,29.854076000000003,0.0,0.0,12.490450999999998,0.0,0.0,3.399011,0.0,11.60653,0.0,5.1447069999999995
CDS-09EywZ,80.68772200000001,0.0,0.0,26.949456,0.048742,0.079115,0.0,1.085531,16.315490999999998,0.025281,8.372233
CDS-09izHL,1.9451280000000002,0.0,0.0,1.6064420000000001,0.0,0.0,0.0,0.0,1.18205,0.0,0.0
CDS-0BNTL7,0.03415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-0CqPRM,0.075811,0.0,0.043272,0.023211,0.0,0.0,0.0,0.0,0.084117,0.0,0.0
CDS-0EOjym,0.06530999999999999,0.0,0.0,0.089871,0.0,0.0,0.0,0.0,0.098604,0.0,0.0
CDS-0ERvMG,0.440647,0.0,0.0,0.265551,0.0,0.0,0.0,0.0,0.028713,0.0,0.0
CDS-0Jkjew,0.10556,0.0,0.0,0.247321,0.0,0.0,0.0,0.0,0.023873,0.0,0.0
CDS-0KXHWn,2.434932,0.0,0.0,0.316153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-0LsqIO,84.49786,0.0,0.0,65.14696199999999,0.175031,0.131752,0.0,4.598876,35.748293,0.0,9.449829999999999
CDS-0NliQM,0.023819,0.0,0.0,0.187944,0.0,0.0,0.0,0.0,0.0,0.0,0.064847
CDS-0OYkPE,0.316516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-0PME68,2.907358,0.0,0.0,2.899644,0.0,0.0,0.0,2.922101,4.015227,0.0,0.0
CDS-0QOXsy,91.559217,0.0,0.0,35.895692,0.0,0.105254,0.0,13.413262,11.351386,0.0,15.801200999999999
CDS-0UjViD,23.206404,0.0,0.0,10.209756,0.0,0.0,9.053908,0.0,7.405774,0.0,0.080278
CDS-0V43OE,5.147381,0.0,0.0,3.031272,0.0,0.0,0.0,0.457515,1.108399,0.0,0.0
CDS-0XJ78P,0.43794700000000003,0.0,0.0,0.340022,0.0,0.0,0.0,0.872767,0.674113,0.0,0.0
CDS-0Y0suT,35.869467,0.0,0.0,15.00028,0.0,0.069633,6.418694,2.206711,21.532526,0.0,0.078863
CDS-0YS4xz,30.835642,0.0,0.0,15.241068,0.412314,0.0,0.0,0.720524,2.3478290000000004,0.0,0.0
CDS-0ZhPbc,30.129206,0.0,0.0,17.344074,0.0,0.0,0.0,0.039653,0.169764,0.0,0.0
CDS-0aix92,1.454247,0.0,0.0,0.09973,0.0,0.0,0.0,0.0,1.478919,0.0,0.196238
CDS-0bEOEO,16.082304,0.0,0.0,11.146285,0.0,0.258644,0.0,16.510506,21.990554,0.0,2.5385969999999998
CDS-0blXSb,4.649433,0.0,0.0,1.275023,0.0,0.0,0.0,0.854208,0.341096,0.0,0.215028
CDS-0cs9TG,15.667741999999999,0.0,0.0,11.454618,0.019882,0.0,0.0,0.0,2.434411,0.0,0.965534
CDS-0fP9rZ,31.616999,0.0,0.0,11.079083,0.0,0.0,0.0,16.513759,32.158643,0.047131,2.4524150000000002
CDS-0gUjwr,5.826424,0.0,0.0,7.407698,0.0,0.0,0.0,6.91278,7.371783,0.0,0.081128
CDS-0h50uM,59.358158,0.0,0.0,25.737254,0.18541,0.0,0.0,0.0,1.518397,0.0,0.20278
CDS-0kkZd4,24.147315,0.0,0.0,8.093519,0.0,0.0,0.0,0.0,0.652652,0.0,0.0
CDS-0m43IE,0.323961,0.0,0.0,0.485619,0.0,0.0,0.0,0.146956,0.185449,0.0,0.0
CDS-0pEQDC,2.699432,0.0,0.0,2.4209739999999997,0.0,0.0,0.0,0.105105,0.529276,0.0,0.0
CDS-0pFg9d,33.560126,0.0,0.0,8.790312000000002,0.0,0.154637,0.0,1.020473,25.491087999999998,0.0,8.386859
CDS-0sxHvr,198.563264,0.0,0.025463,156.435033,0.161926,0.0,0.0,59.934066,40.590914,0.038462,1.21109
CDS-0wO0nx,2.424446,0.0,0.0,0.537134,0.0,0.0,0.0,0.0,0.673391,0.0,0.0
CDS-0xpmQP,57.814411,0.0,0.0,24.488684000000003,0.116923,0.0,0.0,45.788841,82.75361,0.0,15.701751000000002
CDS-0yKvlJ,4.801805,0.0,0.0,2.33975,0.072342,0.0,0.0,1.665929,0.0,0.0,0.0
CDS-0ygdN2,3.638578,0.0,0.0,2.4905340000000002,0.0,0.0,0.0,0.100356,0.918134,0.0,0.0
CDS-10q4ON,5.897213,0.0,0.0,3.311488,0.0,0.0,0.0,2.033032,1.306771,0.0,0.0
CDS-12aEEq,6.565447,0.0,0.0,1.094911,0.0,0.0,0.0,5.481027,5.961675,0.0,0.0
CDS-16ybvu,2.2888040000000003,0.0,0.0,0.998582,0.0,0.0,0.0,0.656592,0.318757,0.0,0.0
CDS-1AQAqe,0.14396,0.0,0.0,0.21313,0.0,0.0,0.0,0.0,0.273852,0.0,0.0
CDS-1BBDPB,64.143284,0.0,0.0,24.701805,0.0,0.0,0.0,4.876599,7.349279,0.0,14.973376
CDS-1BZGYk,39.224839,0.0,0.0,11.209667999999999,0.200488,0.0,2.897232,2.600868,16.744363,0.0,5.4114759999999995
CDS-1GKN1q,30.689408,0.0,0.0,17.868947,0.0,0.0,0.0,5.41731,0.971668,0.0,0.188198
CDS-1GRQAd,83.357925,0.0,0.0,35.604563,0.347225,0.0,0.0,2.139162,9.798006999999998,0.0,0.0
CDS-1J5rPg,0.90089,0.0,0.0,0.337199,0.0,0.0,0.0,1.478109,0.535295,0.0,0.0
CDS-1K6XD7,47.332367,0.0,0.0,10.461958000000001,0.0,0.0,0.0,26.001386,25.110284,0.0,7.068971
CDS-1M7qNP,0.121622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209965,0.0,0.0
CDS-1MG6yD,6.9868939999999995,0.0,0.0,4.411786,0.0,0.0,0.0,0.0,11.708459000000001,0.0,0.0
CDS-1Oixjy,6.155804,0.0,0.0,0.0,0.0,0.0,0.0,0.755735,0.0,0.0,0.0
CDS-1PqVLJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-1RUWjG,8.473737,0.0,0.0,3.1123469999999998,0.0,0.0,0.0,0.259148,3.524698,0.0,0.0
CDS-1RXsS5,13.910649999999999,0.0,0.081624,2.776995,0.0,0.0,0.0,1.834841,1.215926,0.0,0.0
CDS-1TUC8q,4.631894,0.0,0.0,3.222034,0.023999,0.0,0.0,0.402634,0.0,0.0,0.214458
CDS-1VsPCi,64.626514,0.0,0.0,16.556509000000002,0.127929,0.0,0.0,3.03504,19.014609,0.0,4.849187
CDS-1WkIXw,33.735734,0.0,0.0,28.982088,0.187685,0.0,0.0,36.931629,41.618834,0.0,2.145995
CDS-1XZqg9,1.0321,0.0,0.0,0.653483,0.0,0.0,0.0,0.612912,0.130975,0.0,0.0
CDS-1XlRB2,22.212399,0.0,0.0,7.730423000000001,0.0,0.0,0.0,15.985208,18.612522,0.131067,2.56904
CDS-1ZYAcf,179.959958,0.0,0.0,59.14756,0.0,0.098505,0.0,10.36153,29.229079,0.042783,17.967452
CDS-1eBrdM,13.592327000000001,0.0,0.0,1.352983,0.0,0.0,0.0,9.114096,2.02939,0.0,0.087301
CDS-1hh4z6,0.084838,0.0,0.0,0.098703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-1laqsK,8.871761,0.0,0.0,5.455941,0.0,0.0,0.0,6.859716,11.206327,0.0,0.122352
CDS-1mUpO8,0.288554,0.0,0.0,0.163079,0.0,0.0,0.0,0.298472,0.183999,0.0,0.0
CDS-1n19j5,44.654205999999995,0.0,0.0,20.924291,0.385649,0.0,6.793499,1.454793,23.836498,0.119568,5.697023000000001
CDS-1rVDIx,2.528262,0.0,0.0,2.109873,0.0,0.0,0.0,0.116256,0.843784,0.0,0.0
CDS-1rewYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005635,0.0,0.0,0.0
CDS-1rl1SS,0.185216,0.0,0.0,0.361152,0.032982,0.0,0.0,0.083773,0.0,0.0,0.0
CDS-1sb1PK,0.455973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025636,0.0,0.0
CDS-1w4eXu,15.633229,0.0,0.0,7.662182,0.0,0.0,0.0,0.908258,0.6809259999999999,0.015129,0.0
CDS-1xn5NM,3.088276,0.0,0.0,0.675297,0.0,0.0,0.0,1.36215,3.2374549999999997,0.0,0.0
CDS-1z8esP,20.058895,0.0,0.015492,3.297885,0.0,0.0,0.0,12.146953,11.382850000000001,0.0,2.54352
CDS-1zXAD5,7.7745869999999995,0.0,0.0,0.342518,0.0,0.0,0.0,1.669327,4.38448,0.0,0.0
CDS-1zcD3U,0.470169,0.0,0.0,0.197547,0.0,0.0,0.0,0.123985,0.294442,0.0,0.0
CDS-20ABIJ,0.845656,0.0,0.0,0.183274,0.0,0.0,0.0,0.0,0.15345,0.027773,0.30429
CDS-21M2Xk,45.321359,0.0,0.0,14.474343000000001,0.0,0.0,0.0,0.0,15.208549000000001,0.0,7.297634
CDS-2254zE,16.876059,0.0,0.0,5.682685,0.062045,0.0,6.284188,0.0,8.218205,0.0,3.51153
CDS-23UCNA,88.263854,0.0,0.0,34.387716,0.692912,0.0,20.16839,0.0,22.673408000000002,0.0,6.517208
CDS-250CON,34.689822,0.0,0.0,21.727972,0.0,0.310872,0.0,1.41558,9.270392,0.037515,0.795763
CDS-259AVR,8.587051,0.0,0.0,1.365456,0.0,0.0,0.0,5.056025,0.0,0.0,0.0
CDS-25Uxbi,54.595524999999995,0.0,0.0,29.468344000000002,0.062049,0.0,0.0,9.755073,24.006260000000005,0.198397,2.980267
CDS-27EI5P,24.616408,0.0,0.0,5.697793,0.0,0.0,0.0,0.0,5.395208,0.0,4.703656
CDS-27Pw7G,82.703444,0.0,0.0,29.302453,1.390812,0.124874,0.0,30.298485,13.687943,0.049849,0.712984
CDS-27UZol,1.2573,0.0,0.0,0.25142,0.0,0.0,0.0,0.0,0.412982,0.0,0.594599
CDS-27UzBK,71.885111,0.0,0.0,40.905775,0.083878,0.0,0.0,8.251772,23.301707999999998,0.0,6.46587
CDS-2AC5eR,5.373248,0.0,0.0,1.519264,0.0,0.0,0.0,0.993437,0.5119630000000001,0.0,0.0
CDS-2AbvG0,0.819629,0.0,0.0,0.229075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-2BwuU6,46.227714999999996,0.0,0.0,12.454681,0.0,0.0,0.0,0.812842,8.831767,0.0,3.526547
CDS-2E30AO,3.776445,0.0,0.0,0.842971,0.0,0.0,0.0,0.0,0.443918,0.0,0.0
CDS-2FIQJP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-2FgC1U,0.24011399999999997,0.0,0.0,0.19739299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-2HJiNh,2.104202,0.0,0.0,0.919341,0.0,0.0,0.0,1.012197,0.431636,0.0,0.0
CDS-2HrGbX,1.496965,0.0,0.0,2.480709,0.0,0.0,0.0,0.0,1.150554,0.0,0.0
CDS-2KUV3a,9.346878,0.0,0.0,21.375569,0.0,0.0,0.0,2.174536,5.493476,0.0,0.0
CDS-2L6LJg,0.315039,0.0,0.0,0.111469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-2LzG1t,9.47476,0.0,0.0,8.170238999999999,0.295552,0.0,0.0,1.07528,1.394281,0.0,0.0
CDS-2M7COz,14.178521,0.0,0.0,8.041892,0.0,0.113719,0.0,22.119528,34.682069999999996,0.0,4.094201
CDS-2MJU2M,13.133816999999999,0.0,0.0,5.347177,0.0,0.0,0.0,16.43703,19.224913,0.0,0.229587
CDS-2MfLwH,0.455953,0.0,0.0,0.047341,0.0,0.0,0.0,0.300361,0.165688,0.0,0.0
CDS-2O61Rg,11.353693,0.0,0.0,11.85263,0.032032,0.0,0.0,10.185468,10.184491,0.0,0.224181
CDS-2OwMCP,3.469195,0.0,0.0,1.469527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-2P8mMH,5.373355,0.0,0.0,3.802831,0.0,0.0,0.0,6.318768,6.1017410000000005,0.0,0.093247
CDS-2PftP1,3.3432910000000002,0.0,0.0,0.458481,0.0,0.0,0.0,0.0,0.835187,0.0,0.145767
CDS-2Tci3J,146.44295300000002,0.0,0.0,58.984191,0.767494,0.0,5.191341,13.83853,80.235347,0.0,16.0866
CDS-2UzlQQ,23.781425,0.0,0.0,14.040404,0.0,0.0,0.0,0.0,5.480752,0.108496,11.61124
CDS-2VzAbZ,30.192387,0.0,0.0,12.440631,0.0,0.0,0.0,0.661002,0.0,0.041542,0.0
CDS-2WDRlH,14.198581,0.0,0.0,6.341282,0.0,0.0,0.0,3.762743,2.3773239999999998,0.0,0.0
CDS-2XfdR4,124.21607399999999,0.0,0.0,48.207002,0.267192,0.0,20.21102,3.611221,61.522149999999996,0.0,23.080101000000003
CDS-2a420U,85.754031,0.0,0.0,35.556769,0.106891,0.0,0.0,8.80124,5.016718999999999,0.0,0.595657
CDS-2bzbKa,50.527899,0.0,0.0,20.003687000000003,0.0,0.236553,0.0,2.207913,2.738584,0.0,3.195289
CDS-2eerSS,61.426378,0.038996,0.0,29.572551999999998,0.15959,0.0,8.261745,1.549568,7.360851,0.0,0.0
CDS-2hVZwg,0.050374,0.0,0.0,0.09609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-2iwWCX,0.427428,0.0,0.0,0.6063990000000001,0.0,0.0,0.0,0.171923,0.102725,0.0,0.0
CDS-2ks0V8,51.71817,0.0,0.0,15.955104,0.030007,0.227451,0.0,9.675713,28.665112,0.0,7.130147
CDS-2m0mdv,3.2549,0.0,0.0,0.532654,0.0,0.0,0.0,1.584222,0.108442,0.0,0.0
CDS-2pIsop,21.156048,0.0,0.0,13.311974999999999,0.109037,0.0,0.0,0.850512,17.364487,0.0,0.0
CDS-2puUOz,9.467592,0.0,0.0,7.813817,0.0322,0.0,0.0,7.78514,14.807631,0.0,0.08511
CDS-2tqgmw,27.000516,0.0,0.0,23.049051,0.0,0.0,0.0,22.40238,36.887138,0.0,1.1049449999999998
CDS-2tsdyV,28.546411,0.0,0.0,50.943655,0.1135,0.0,0.0,14.719971,52.621462,0.035667,0.081304
CDS-2uY3D1,0.357993,0.0,0.046221,0.14171,0.0,0.0,0.0,0.62,0.220422,0.0,0.0
CDS-2v7VIB,10.845096999999999,0.0,0.0,1.8944800000000002,0.0,0.0,0.0,4.840127,7.38059,0.0,0.188643
CDS-2w7mjR,30.507483,0.0,0.0,18.069763000000002,0.129508,0.0,0.0,26.482123,27.518615999999998,0.055952,5.6236250000000005
CDS-300c7m,32.258243,0.0,2.337791,13.2746,0.094788,0.0,0.0,10.756983,0.046364,0.0,0.263323
CDS-301uYu,1.018276,0.0,0.0,0.304257,0.0,0.0,0.0,0.0,0.13688,0.0,0.0
CDS-34HuWm,32.657799,0.0,0.0,10.396011,0.179526,0.209634,7.781453,2.789116,11.255274,0.0,7.156046
CDS-36JMJl,2.344608,0.0,0.0,1.403355,0.0,0.0,0.0,0.202523,0.206174,0.009333,0.0
CDS-37go6g,3.132505,0.0,0.0,2.847869,0.0,0.0,0.0,2.031845,1.399315,0.0,0.0
CDS-3DwETM,8.448154,0.0,0.0,8.906942,0.0,0.0,0.0,6.895698,3.7302530000000003,0.0,0.073882
CDS-3KECbu,5.633749,0.0,0.0,1.630137,0.039509,0.0,0.0,2.948663,2.743839,0.0,0.0
CDS-3KL0ED,10.084864,0.0,0.0,5.3419099999999995,0.0,0.0,0.0,7.331786,11.649936,0.0,0.34153999999999995
CDS-3Kc7h4,9.889629,0.0,0.0,5.109848,0.0,0.0,0.0,0.29859,0.819644,0.0,0.0
CDS-3KkNSo,28.056993,0.0,0.016052,10.41726,0.0,0.0,0.0,2.293698,0.662489,0.067651,0.116032
CDS-3Mba0S,0.304141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-3QDU4X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-3Qj7Bb,47.009453,0.0,0.0,14.3465,0.069564,0.0,0.0,1.614572,14.658456,0.0564,3.500743
CDS-3SCAaf,35.397895,0.0,0.0,25.327143,0.0,0.0,0.0,7.771202,9.371953,0.0,0.136648
CDS-3US70I,9.998905,0.0,0.0,4.315728,0.0,0.0,0.0,0.732171,0.0,0.0,0.0
CDS-3VSkPT,18.290325,0.0,0.0,8.097006,0.0,0.0,0.0,1.280366,1.779042,0.033488,0.0
CDS-3VhBbc,0.013084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-3ZVvor,63.331574999999994,0.0,0.0,15.542826000000002,0.27202,0.0,5.753993,3.403967,22.032827,0.0,5.772667
CDS-3c7zRy,19.009823,0.0,0.0,5.725605,0.032629,0.0,0.0,17.435336,24.648509,0.0,5.336188
CDS-3cfdQW,10.406898,0.0,0.0,2.288002,0.0,0.0,0.0,7.225293,1.9287619999999999,0.048991,0.524663
CDS-3dKrAr,51.636136,0.0,0.0,9.547268,0.0,0.0,0.0,3.670883,10.136557,0.0,1.813756
CDS-3dhfOY,21.794417,0.0,0.040921,23.908058,0.0,0.0,0.0,4.291025,0.0,0.040364,0.0
CDS-3fMcUO,9.214193,0.0,0.0,2.472471,0.0,0.0,0.0,0.895501,1.7249700000000001,0.0,0.0
CDS-3gRYgD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-3iiyPK,79.225888,0.0,0.0,30.171141000000002,0.071301,0.0,0.0,4.434689,4.923519,0.0,0.0
CDS-3jfBC8,0.069165,0.0,0.0,0.07438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-3qLRGs,11.185839,0.0,0.0,5.037715,0.0,0.0,0.0,3.662667,6.036329,0.0,0.321457
CDS-3rSAJI,23.711505,0.0,0.0,10.597197999999999,0.165401,0.0,10.237139,0.0,3.4433380000000002,0.0,0.0
CDS-3sjCMO,148.687738,0.0,0.0,47.033317,0.0,0.0,14.710727,0.0,57.179322,0.045181,19.818629
CDS-3wjudI,381.246122,0.0,0.029796,152.39268600000003,0.0,0.0,0.0,93.08419,145.41628500000002,0.075376,8.351719
CDS-3zJEef,42.016397,0.0,0.0,16.997405,0.0,0.11769,0.0,49.44661,63.621108,0.10406,14.286083999999999
CDS-42XvRG,3.073187,0.0,0.0,0.714247,0.0,0.0,0.0,2.179646,4.822383,0.0,0.115732
CDS-46Q1Af,0.215431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-46qALL,76.443015,0.0,0.0,25.425107999999998,0.072989,0.166563,7.511112,6.372529,9.830631,0.0,5.731226
CDS-47ALxg,6.779411,0.0,0.0,6.5470120000000005,0.0,0.08764,0.0,3.989247,7.957394,0.0,0.38598
CDS-4C34fJ,30.111028,0.0,0.0,11.983055,0.0,0.0,0.0,19.841993,19.315964,0.0,2.0868889999999998
CDS-4FLoFr,42.022727,0.0,0.0,21.923013,0.370291,0.0,9.105015,0.0,4.366174,0.043632,2.24161
CDS-4M25ae,12.848008,0.0,0.0,4.574573,0.0,0.0,0.0,1.12238,0.643626,0.0,0.0
CDS-4MYZEB,17.240565,0.0,0.0,6.025993,0.0,0.0,0.0,3.17529,3.232863,0.918339,3.188836
CDS-4NFXqK,5.71371,0.0,0.0,3.7150559999999997,0.0,0.0,0.0,4.541071,4.773716,0.0,0.0
CDS-4OLZN6,12.101946,0.0,0.0,2.546225,0.0,0.0,0.0,6.523338,7.765684,0.0,0.210256
CDS-4QWov4,3.25605,0.0,0.0,1.984805,0.021619,0.0,0.0,0.51939,3.122849,0.0,0.0
CDS-4QqD1I,86.116482,0.0,0.0,28.256610000000002,0.0,0.0,0.0,4.200889,22.2261,0.0,8.474198
CDS-4RRHEh,41.032970999999996,0.0,0.0,20.085865,0.04984,0.0,0.0,0.836171,0.818729,0.0,0.136154
CDS-4U5bAO,39.750295,0.0,0.0,17.029159999999997,0.0,0.0,0.0,0.726112,1.828628,0.0,0.071726
CDS-4VOUf4,4.839099,0.0,0.001662,1.0962859999999999,0.0,0.0,0.0,0.377409,0.561337,0.0,0.295169
CDS-4W7vOU,0.16927799999999998,0.0,0.0,0.1416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-4aEwUk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-4c7T4e,16.816601000000002,0.0,0.0,6.411866,0.018357,0.0,0.0,1.683042,5.641499,0.0,0.0
CDS-4cuM53,0.22317700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14945999999999998,0.0,0.0
CDS-4iPNTt,17.546763,0.0,0.0,11.532396,0.0,0.0,0.0,0.0,0.988026,0.0,0.0
CDS-4kWFgO,0.23631699999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423348,0.0,0.0
CDS-4ltIgz,0.214872,0.0,0.0,0.182157,0.0,0.0,0.0,0.0,0.182349,0.0,0.0
CDS-4m7gw5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009094,0.0,0.0,0.0
CDS-4nKCcr,19.506959,0.0,0.0,5.500038000000001,0.0,0.0,0.0,1.718219,5.762568000000001,0.0,1.733853
CDS-4osqBs,2.019444,0.0,0.0,1.028725,0.0,0.0,0.0,2.20336,1.110969,0.0,0.0
CDS-4s7xyP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-4sKBEm,3.754918,0.0,0.0,1.720629,0.0,0.0,0.0,2.358901,1.4050639999999999,0.0,0.423034
CDS-4sY1q8,74.751169,0.0,0.0,24.911263,0.409453,0.0,0.0,6.069523,35.821657,0.029051,4.143168
CDS-4svMpS,16.451156,0.0,0.0,4.9745,0.042029,0.0,0.0,6.713787,2.118245,0.0,0.0879
CDS-4v5iG0,0.097999,0.0,0.0,0.095148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-4w7bPR,5.562723999999999,0.0,0.0,2.339172,0.0,0.0,0.0,1.072233,0.374056,0.0,0.0
CDS-4yw6JS,5.054257,0.0,0.0,3.870203,0.0,0.0,0.0,0.245716,0.0,0.0,0.0
CDS-4zK0sS,70.52265200000001,0.0,0.0,63.760599,0.067114,0.0,0.0,27.19238,59.47209,0.0,0.411288
CDS-50X5Bq,0.153186,0.0,0.0,0.04707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-52LdEq,12.107065,0.0,0.0,8.157551,0.0,0.0,0.0,5.543885,4.48345,0.0,0.087569
CDS-52zmg9,11.854452,0.0,0.0,7.775097000000001,0.036507,0.0,0.0,2.149835,5.027863,0.028593,0.0
CDS-56Ip6T,0.38021900000000003,0.0,0.0,0.04491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-57hTZY,3.082813,0.0,0.0,1.879543,0.0,0.0,0.0,0.0,0.281766,0.0,0.0
CDS-57zbGY,2.0167509999999997,0.0,0.0,0.902359,0.0,0.0,0.0,1.772603,3.29108,0.0,0.0
CDS-59wtj9,14.349419,0.0,0.0,13.847597,0.0,0.475096,0.0,17.287717,10.876898,0.0,3.051756
CDS-5ANcnu,7.7048939999999995,0.0,0.0,5.334211,0.0,0.0,5.129354,2.831924,0.928809,0.036043,0.0
CDS-5DLNhq,0.005361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066774,0.0,0.0
CDS-5EFPWB,1.9147,0.0,0.0,0.911411,0.0,0.0,0.0,0.0,0.312557,0.0,0.0
CDS-5N4z2R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-5QmADg,40.286595,0.0,0.0,36.092741000000004,0.0,0.0,0.0,6.601908,0.088725,0.04843,0.309972
CDS-5QvWSq,3.809485,0.0,0.0,0.6567339999999999,0.0,0.0,0.0,1.547268,4.3140730000000005,0.0,0.0
CDS-5RKqty,76.619456,0.0,0.0,27.857193000000002,0.147375,0.0,0.0,2.233371,9.778064,0.04971,0.044538
CDS-5SchGq,0.437793,0.0,0.0,0.079971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-5SmQWP,37.367525,0.0,0.0,12.69939,0.042953,0.0,0.0,30.964883,37.211523,0.0,2.525928
CDS-5UBN72,27.290061,0.0,0.0,13.254136,0.232492,0.11264,0.0,48.688321,59.390547999999995,0.0,23.473457
CDS-5Ut4u5,4.510758,0.0,0.0,1.576781,0.0,0.0,0.0,3.55015,5.735652,0.0,0.0
CDS-5ZrJGc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-5amVpz,65.18973,0.0,0.0,18.188332,0.0,0.124097,0.0,8.197555,2.959177,0.0,2.220864
CDS-5aziCi,30.339344,0.0,0.0,9.253035,0.0,0.0,0.0,25.868491,36.552551,0.0,4.530997
CDS-5bMcU7,73.332252,0.0,0.018031,28.533364,0.0,0.0,3.377134,0.0,0.12490799999999999,0.0,0.0
CDS-5cl5fz,1.6220080000000001,0.0,0.0,0.732459,0.0,0.0,0.0,1.219196,0.903269,0.0,2.307331
CDS-5dTSTj,0.056111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-5dthvI,5.130828,0.0,0.0,10.055045,0.0,0.0,0.0,2.284543,3.0528779999999998,0.029334,0.0
CDS-5eFB6q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011354,0.0,0.0,0.0
CDS-5fic1n,0.454401,0.0,0.0,0.156359,0.0,0.0,0.0,0.623235,0.999034,0.0,0.0
CDS-5fuW84,34.031242,0.0,0.0,12.066165999999999,0.117638,0.0,0.0,21.059181,24.338535,0.048977,1.4456769999999999
CDS-5h4xzm,29.625036,0.0,0.028593,18.990749,0.084395,0.0,0.0,5.296931,12.278168,0.027977,0.0
CDS-5hEnbO,39.265032,0.0,0.0,28.702729,0.1335,0.0,0.0,44.221249,42.639405,0.0,6.497647
CDS-5iQJrY,0.030063,0.0,0.0,0.115401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-5ktaeV,6.677623,0.0,0.0,2.8875729999999997,0.0,0.0,0.0,0.0,0.242841,0.0,0.0
CDS-5lI497,0.052456,0.0,0.0,0.102889,0.0,0.0,0.0,0.0,0.040323,0.0,0.043752
CDS-5lKloI,3.50955,0.0,0.0,1.376256,0.0,0.0,0.0,0.859857,0.304587,0.0,0.0
CDS-5lfQK0,37.098549999999996,0.0,0.0,20.477498,0.055208,0.0,0.0,64.005455,77.32002200000001,0.143578,12.019514000000001
CDS-5ogb6Q,2.162991,0.0,0.040088,1.3908800000000001,0.0,0.0,0.0,0.35736,0.0,0.0,0.0
CDS-5q8Y78,19.732035,0.0,0.016499,6.351234,0.541076,0.0,0.0,7.782016,4.8981069999999995,0.0,0.163339
CDS-5qNRiw,305.6302,0.0,0.021643,170.15119700000002,2.19747,0.0,0.0,12.803341,89.360393,0.0,9.506599999999999
