sample,Noncoding,alpha_IIIa_secreted_candidate,alpha_IIIb,alpha_IIIc,alpha_IIIc_truncated,alpha_truncated,beta_IIIa_secreted_candidate,beta_IIIb,beta_IIIc,dominant_negative_candidate,ultrashort_truncated
CDS-FrPTTe,3.842274,0.0,0.0,1.931766,0.0,0.0,0.0,0.0,1.752853,0.0,0.0
CDS-FrWzjT,8.757444,0.0,0.0,11.318157,0.075055,0.0,0.0,4.920366,2.657636,0.0,0.0
CDS-FrXHvy,32.277097000000005,0.0,0.0,18.064086,0.208578,0.0,0.0,2.304381,9.696786,0.095466,0.0
CDS-FrsJh4,122.011248,0.0,0.0,30.655915999999998,0.0,0.0,14.429247,7.506982,32.670771,0.210925,7.355211
CDS-FruKiV,61.181774000000004,0.0,0.0,23.581981,0.047391,0.0,0.0,7.021461,9.092903,0.0,5.388966
CDS-FsRM8N,55.097822,0.0,0.0,22.354483,0.116517,0.0,1.860675,2.790179,24.339582,0.035362,4.8464290000000005
CDS-FsUlhO,2.759736,0.0,0.0,2.386566,0.0,0.0,0.0,0.0,0.767549,0.0,0.0
CDS-FspcSo,44.118654,0.0,0.0,16.59929,0.697751,0.0,0.0,2.76858,20.571792,0.0,7.039339
CDS-Fud19c,37.10267,0.0,0.0,24.511961000000003,0.072465,0.0,0.0,0.825842,4.24172,0.048232,0.55691
CDS-FvWisk,13.763136,0.0,0.0,5.5414,0.0,0.0,0.0,15.170255,22.98445,0.0,4.274217
CDS-FzeXnB,2.918852,0.0,0.0,0.277672,0.0,0.0,0.0,2.144414,0.519563,0.0,0.0
CDS-G0F5f5,5.421047,0.0,0.0,6.573428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-G1fcro,5.350604000000001,0.0,0.012732,1.589359,0.0,0.0,0.0,1.837237,0.255934,0.0,0.0
CDS-G7kAQs,1.968996,0.0,0.0,0.42788800000000005,0.0,0.0,0.0,0.0,1.5831849999999998,0.0,0.0
CDS-G9yIn7,124.439392,0.0,0.0,32.616853,0.0,0.0,0.0,50.229484,33.912733,0.0,2.030316
CDS-GAvfsF,0.813331,0.0,0.0,0.376545,0.0,0.0,0.0,0.0,0.51767,0.0,0.0
CDS-GBosdr,95.682923,0.0,0.0,31.132466,0.0,0.0,0.0,5.510025,14.326495000000001,0.029309,2.246259
CDS-GBrQDM,10.730741,0.0,0.011012,3.584552,0.0,0.0,0.0,1.092495,0.205791,0.0,0.0
CDS-GCHNwt,65.28962800000001,0.0,0.0,44.330008,0.313696,0.148609,3.396659,2.496065,21.561681999999998,0.0,7.646834
CDS-GE1ce7,6.917369,0.0,0.0,0.625671,0.0,0.0,0.0,4.199769,7.0120320000000005,0.0,0.0
CDS-GEyo8n,5.349215,0.0,0.0,1.112196,0.0,0.0,0.0,4.186987,9.675061,0.0,0.729652
CDS-GGLouh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-GGon68,4.052936,0.0,0.0,3.08758,0.0,0.0,0.0,0.0,0.102271,0.0,0.0
CDS-GI4nyS,56.505555,0.0,0.0,26.816892,0.037137,0.0,0.433327,50.262953,74.627736,0.0,6.929012999999999
CDS-GJ0nuG,5.6748,0.0,0.0,4.989637,0.0,0.0,0.0,0.0,1.432779,0.0,0.0
CDS-GJDCCs,0.423449,0.0,0.0,0.157578,0.0,0.0,0.0,0.502149,0.484428,0.0,0.0
CDS-GKXLKs,0.504632,0.0,0.0,0.154602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-GKaJMr,18.138347,0.0,0.0,9.150494,0.088987,0.0,0.0,8.692128,28.565106,0.0,1.447619
CDS-GOI63U,6.882456,0.0,0.0,2.419775,0.0,0.0,0.0,0.0,0.34766800000000003,0.0,0.0
CDS-GUSCJq,0.052366,0.0,0.0,0.132213,0.0,0.0,0.0,0.0,0.056185,0.0,0.0
CDS-GW3NZj,1.198622,0.0,0.0,0.341365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-GYZMRK,69.943483,0.0,0.0,17.850521999999998,0.0,0.103844,0.0,4.276409,9.853202,0.0,6.55624
CDS-GYczld,0.44860500000000003,0.0,0.0,0.057006,0.0,0.0,0.0,0.363289,0.0,0.0,0.0
CDS-GYdpqP,2.485106,0.0,0.0,2.796659,0.029625,0.0,0.0,1.181013,0.476346,0.0,0.0
CDS-GZVceM,0.08422199999999999,0.0,0.0,0.184735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-GdUiv4,55.570697,0.0,0.0,90.280815,0.0,0.0,0.0,18.633538,8.044531,0.0,0.418335
CDS-Ge8dzk,26.33555,0.0,0.0,47.754443,0.084137,0.0,0.0,11.85203,6.63331,0.0,0.268134
CDS-GiWbLM,7.943111,0.0,0.0,8.533793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-GikEXx,3.8512429999999997,0.0,0.0,1.9406510000000001,0.0,0.0,0.0,0.0,0.267186,0.0,0.190865
CDS-Gis60b,86.370426,0.0,0.0,21.444582,0.0,0.123871,3.198818,2.002005,24.508317,0.0,13.247318
CDS-GlQ2VK,6.2867880000000005,0.0,0.0,12.1325,0.0,0.0,0.0,0.2629,4.731944,0.0,0.0
CDS-GrQ0hO,7.011572999999999,0.0,0.0,3.0354490000000003,0.0,0.0,1.310732,0.567233,0.1029,0.0,0.0
CDS-GrgFAK,0.131799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23063299999999998,0.0,0.0
CDS-GstAzd,10.609201,0.0,0.0,14.404418,0.071108,0.0,0.0,0.0,1.882193,0.0,0.0
CDS-GvCs41,3.020392,0.0,0.0,1.198527,0.0,0.0,0.0,0.0,0.663999,0.0,0.0
CDS-GxYxrK,12.897304,0.0,0.0,4.358712000000001,0.0,0.0,0.0,6.332395,9.265765,0.0,1.288355
CDS-Gz9Mmh,0.002409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-Gzu5vF,27.817779,0.0,0.0,8.896369,0.0,0.0,0.0,3.012979,4.883256,0.075143,6.974115
CDS-H0MTdb,0.0,0.0,0.0,0.5257160000000001,0.0,0.0,0.0,0.112513,0.0,0.0,0.0
CDS-H1DlZM,8.864931,0.0,0.0,14.803406,0.0,0.437329,0.0,0.0,0.531371,0.0,0.089138
CDS-H5GA6d,133.419592,0.0,0.0,56.776104,0.021189,0.0,0.0,4.766886,38.81957,0.0,1.78255
CDS-H5WX9t,55.731242,0.0,0.0,43.305259,0.219378,0.0,9.464486,2.088959,7.210121,0.0,0.0
CDS-H8kdMt,0.31167100000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-H9ELO3,78.443007,0.0,0.0,36.750139,0.164787,0.150329,9.968548,0.0,36.053048000000004,0.07619,8.710642
CDS-HDbwF2,37.319501,0.0,0.0,19.248396,0.386034,0.0,6.77949,0.0,2.602911,0.0,0.0
CDS-HGIe8M,0.073998,0.0,0.0,0.031019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-HIzbQi,52.382521,0.0,0.0,34.339749,0.096099,0.0,6.624277,1.924772,11.063569999999999,0.0,5.712142
CDS-HPTTZt,0.049778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-HPqWJl,1.447712,0.0,0.0,0.863696,0.0,0.0,0.0,1.703743,2.572681,0.0,0.0
CDS-HQEsnA,4.41073,0.0,0.0,3.567212,0.0,0.0,0.0,0.0,0.831991,0.0,0.0
CDS-HR6rJp,0.029109,0.0,0.0,0.098155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-HRUrJx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-HSpNpS,61.310334,0.0,0.0,38.012656,0.052682,0.0,0.0,65.597516,81.884582,0.04317,9.429513
CDS-HV7aQh,69.790407,0.0,0.0,23.555273999999997,0.095844,0.0,0.0,7.332628,20.591888,0.0,4.588951
CDS-HWcYRx,1.562973,0.0,0.0,0.144483,0.0,0.0,0.0,0.0,0.145925,0.0,0.0
CDS-HXnEMG,9.883424,0.0,0.0,3.9696540000000002,0.0,0.0,0.0,9.803084,16.079191,0.0,0.0
CDS-HYJ2Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-HYxcus,0.297477,0.0,0.0,0.732592,0.0,0.0,1.457875,0.0,0.0,0.0,0.0
CDS-HaMjk6,9.773558,0.0,0.0,6.820018,0.0,0.0,0.0,4.525041,0.91801,0.026386,0.221189
CDS-HaddGs,7.250668,0.0,0.0,4.952107,0.0,0.0,0.0,2.572347,1.597504,0.0,0.0
CDS-Hb057A,62.717612,0.0,0.0,30.578428,0.045186,0.0,0.0,20.2437,9.487247,0.033211,0.0
CDS-Hb7hHv,18.834346,0.0,0.0,9.450127,0.0,0.0,0.0,0.0,0.860943,0.0,0.0
CDS-HbhM3a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-HeW0Lo,55.318357,0.0,0.0,16.330354999999997,0.0,0.0,2.006783,0.453732,14.651049,0.0,6.108839
CDS-HefYar,8.227136,0.0,0.0,8.437838,0.0,0.0,0.0,6.037648,1.37951,0.0,2.076825
CDS-HfyzZM,0.41463,0.0,0.232501,1.0663179999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-HiZ3Bt,0.010896,0.0,0.0,0.050089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-HibghH,6.729481,0.0,0.0,2.417071,0.0,0.0,0.0,3.778812,3.1085890000000003,0.0,0.0
CDS-Hiv6l4,46.250785,0.0,0.0,29.863775999999998,0.301372,0.0,0.0,0.0,16.794648000000002,0.0,0.0
CDS-HkZjgP,0.702293,0.0,0.0,1.777206,0.0,0.0,0.163847,0.864015,0.118736,0.0,0.0
CDS-Hkp3eG,90.66468,0.0,0.0,58.180351,0.078798,0.0,0.0,0.0,0.008899,0.006392,0.0
CDS-HlK5DR,0.181986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-Hm6UfZ,9.52703,0.0,0.0,6.336355,0.0,0.0,0.0,0.0,0.42148199999999997,0.0,0.0
CDS-HmRSK9,21.138156,0.0,0.0,3.114369,0.080546,0.0,0.0,8.223755,8.799872,0.0,0.337656
CDS-Hms93P,14.735417,0.0,0.0,2.7593759999999996,0.0,0.0,0.0,12.9332,23.237325,0.0,0.286523
CDS-Hn7oWR,72.003498,0.0,0.0,41.007569,0.192167,0.095241,0.0,2.363733,40.064185,0.044196,12.173768
CDS-HoXWnB,0.177197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-HruXmM,0.124962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-HtCt16,9.566458,0.0,0.0,3.5629999999999997,0.0,0.0,0.0,0.0,2.51823,0.0,0.0
CDS-HtJ9XE,3.615454,0.0,0.0,1.805148,0.0,0.0,0.0,2.163694,6.533325,0.0,0.0
CDS-Htp24l,34.820272,0.0,0.0,15.976192999999999,0.066481,0.0,0.0,39.430897,55.798886,0.096429,6.510673
CDS-HuMH03,33.945383,0.0,0.0,10.152568999999998,0.041368,0.184584,0.0,1.484637,4.156494,0.0,0.47241
CDS-HucZoE,74.647597,0.0,0.0,19.055222999999998,0.0,0.0,0.0,12.261967,6.794771,0.016717,0.0
CDS-HvC3Xt,22.932828,0.0,0.0,3.4755890000000003,0.0,0.0,0.0,7.607924,4.723393000000001,0.0,0.066354
CDS-Hyk2r7,22.591888,0.0,0.0,10.385469,0.0,0.0,0.0,32.744274,63.339662,0.0,0.912794
CDS-HzJZDv,21.937706,0.0,0.0,4.870149,0.126292,0.0,0.0,2.209979,5.327374,0.0,2.999725
CDS-HzoODG,5.86779,0.0,0.0,1.781318,0.0,0.0,0.0,0.0,0.664251,0.0,0.0
CDS-I1Vxwh,48.203456,0.0,0.009364,12.351092999999999,0.023775,0.106071,0.0,26.102359,34.334901,0.0,5.316115
CDS-I22IU3,24.519408,0.0,0.0,6.842744000000001,0.0,0.0,0.0,4.817095,4.762973,0.07772,3.198154
CDS-I29T6u,13.161397000000001,0.0,0.0,5.238363,0.036978,0.0,0.0,11.615166,18.878691,0.0,0.577781
CDS-I3QMAf,223.40073,0.0,0.0,66.489262,0.04852,0.0,0.0,20.969472,23.011287,0.143107,11.906911
CDS-I4rtZ9,5.479971999999999,0.0,0.0,2.451236,0.0,0.0,0.0,0.0,2.147033,0.0,0.0
CDS-I5uuWZ,29.814353,0.0,0.0,15.560278,0.0,0.0,0.0,0.0225,10.847863,0.0,0.0
CDS-I6TgEU,20.707413,0.0,0.0,6.4584909999999995,0.0,0.0,0.0,3.798683,6.790158,0.0,0.0
CDS-I7RvaG,0.712072,0.0,0.0,0.817017,0.0,0.0,0.0,0.210124,0.704177,0.0,0.0
CDS-I89BES,15.777423,0.0,0.0,18.871178,0.0,0.0,0.0,18.106507,19.311197,0.029428,5.128679
CDS-IAyLcC,3.048768,0.0,0.0,1.436815,0.0,0.0,0.0,0.0,0.072221,0.0,0.0
CDS-IAzSum,44.35186,0.0,0.0,3.18913,0.0,0.0,0.0,13.023894,15.439823,0.0,0.881275
CDS-IBCL9D,0.551443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740232,0.0,0.0
CDS-IBCchb,1.800033,0.0,0.0,0.668436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-IBrjAY,1.1750909999999999,0.0,0.0,1.518099,0.0,0.0,0.0,1.470016,2.376857,0.0,0.0
CDS-IGBhJC,32.972527,0.0,0.0,15.949602,0.0,0.0,0.0,0.95871,0.809259,0.0,0.398464
CDS-IGrYp9,34.651178,0.0,0.0,8.611277999999999,0.0,0.0,0.0,3.221957,7.369677,0.0,3.115198
CDS-IIre4o,1.89268,0.0,0.0,0.061081,0.0,0.0,0.0,0.0,1.283948,0.0,0.0
CDS-IKzfXD,0.013985,0.0,0.056797,0.0,0.0,0.0,0.0,0.0,0.114088,0.0,0.0
CDS-IMGZcG,32.765857,0.0,0.0,13.172877,0.0,0.0,0.511761,44.742367,46.049446,0.0,13.26264
CDS-IMgMBj,8.404781,0.0,0.178343,0.031663,0.0,0.0,0.0,1.481523,0.0,0.0,0.102072
CDS-INPI2l,1.203858,0.0,0.0,0.964033,0.0,0.0,0.0,0.139235,0.0,0.0,0.0
CDS-IOBXG1,95.025833,0.0,0.0,26.066947999999996,0.264007,0.0,14.195281,5.840931,14.499792,0.0,4.087961
CDS-IPu03A,14.015725999999999,0.0,0.0,9.6361,0.042739,0.030412,0.0,3.600201,3.0899140000000003,0.013251,0.0
CDS-IPvOhB,1.294772,0.0,0.0,0.749062,0.0,0.0,0.0,0.0,1.888157,0.0,1.322494
CDS-IRKDh7,6.098682,0.0,0.0,6.425039999999999,0.307993,0.0,0.0,4.031077,1.753828,0.0,0.103912
CDS-IS75Th,47.589552999999995,0.0,0.0,13.659942000000001,0.1839,0.0,0.0,46.30231,63.29654,0.0,4.310483
CDS-ITz2Xb,56.386469,0.0,0.0,14.920399999999999,0.0,0.0,0.0,2.136584,11.014114,0.034276,5.556113
CDS-IWm8ET,0.242761,0.0,0.0,0.031585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-IYeIi1,1.586622,0.0,0.0,0.620952,0.0,0.0,0.0,1.525559,0.401263,0.0,0.0
CDS-IYumOP,16.282464,0.0,0.0,6.1871860000000005,0.0,0.0,3.80125,0.948813,2.773578,0.0,2.563729
CDS-IYw4nk,43.824528,0.0,0.0,28.674471,0.204855,0.0,5.958515,0.81532,12.212430000000001,0.0,2.777574
CDS-IaD8YK,5.292417,0.0,0.0,2.731779,0.0,0.0,0.0,0.0,0.030854,0.0,0.0
CDS-IaSy39,10.255421,0.0,0.0,5.518101000000001,0.0,0.0,0.0,0.14531,0.0,0.0,0.0
CDS-IeQiF4,1.659541,0.0,0.0,0.196121,0.0,0.0,0.0,0.633449,0.23943,0.0,0.349669
CDS-IewHv3,5.587834,0.0,0.0,3.150401,0.0,0.0,0.0,0.0,1.137156,0.0,0.53032
CDS-IezzzV,0.50125,0.0,0.0,0.185742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-Ig09cR,0.005029,0.0,0.0,0.019198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-IgYH22,0.163362,0.0,0.004515,0.185447,0.0,0.0,0.0,0.109446,0.0,0.0,0.0
CDS-Igm444,0.121367,0.0,0.0,0.061542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-Ihu1HL,38.887975999999995,0.0,0.0,16.991173,0.0,0.0,3.006169,1.258564,8.677443,0.0,0.266203
CDS-IhujGd,30.01734,0.0,0.0,14.251971,0.0,0.0,4.235865,0.653153,0.61916,0.0,0.0
CDS-IjCGaR,25.006361000000002,0.0,0.0,10.941103,0.0,0.0,3.728697,0.0,2.493518,0.301628,0.0
CDS-IjPp48,0.056524000000000005,0.0,0.0,0.073297,0.0,0.0,0.0,0.0,0.094733,0.0,0.0
CDS-IpaEU8,5.119193,0.0,0.0,8.059688999999999,0.0,0.0,0.0,0.0,0.604952,0.0,0.0
CDS-IqCczI,0.016009,0.0,0.005871,0.036803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-IqmhxO,42.302711,0.0,0.0,19.115329,0.201559,0.137056,0.0,54.754871,61.193357,0.101471,7.40621
CDS-IrAdkP,14.356743,0.0,0.0,22.503543,0.0,0.137741,0.0,15.555746,25.791303,0.09938,6.3567849999999995
CDS-IrUHqr,2.2872019999999997,0.0,0.0,0.9772190000000001,0.0,0.0,0.0,1.274964,1.911448,0.0,0.338551
CDS-IsLs2r,22.859179,0.0,0.0,10.636142,0.0,0.0,0.0,16.098865,45.622397,0.0,5.13947
CDS-ItPT6Y,11.965026,0.0,0.0,4.604316,0.0,0.0,0.0,5.651637,5.911251999999999,0.0,0.0
CDS-ItbFpD,24.978312000000003,0.0,0.0,9.325391,0.014843,0.0,4.475777,0.960886,10.785799,0.0,6.307487999999999
CDS-Ixsjhf,1.780533,0.0,0.0,1.541443,0.0,0.0,0.0,2.037459,1.794231,0.0,0.33555
CDS-Iz7JNB,27.483151,0.0,0.0,13.855766,0.0,0.0,0.0,2.242304,3.373355,0.0,0.789951
CDS-J3PExT,0.008037,0.0,0.0,0.009596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-J5bnkc,0.088509,0.0,0.0,0.044119,0.0,0.0,0.0,0.0,0.056041,0.0,0.0
CDS-J80Eb1,5.3397570000000005,0.0,0.0,3.1632149999999997,0.0,0.0,0.0,0.0,0.210009,0.0,0.0
CDS-J9GbDq,47.057692,0.0,0.0,15.342273,0.0,0.0,0.0,0.0,7.9518320000000005,0.0,6.112975
CDS-JAEObw,0.876976,0.0,0.0,0.349659,0.0,0.0,0.0,1.345647,0.87627,0.0,0.0
CDS-JBNMjV,10.977887,0.0,0.0,4.408473,0.0,0.0,0.0,0.30103,3.5855379999999997,0.0,0.0
CDS-JCL4Ky,99.480209,0.0,0.0,54.142557000000004,0.578509,0.503937,0.0,2.349902,25.484175999999998,0.0,8.730772
CDS-JFTqPU,2.093347,0.0,0.0,0.567614,0.0,0.0,0.0,0.234371,0.08902,0.0,0.0
CDS-JG6Iqb,45.428081999999996,0.0,0.016717,7.889251000000001,0.0,0.0,0.0,5.252312,0.0,0.0,0.0
CDS-JGHNth,26.758638,0.0,0.0,18.976592,0.0,0.075537,0.0,48.76551,55.912440000000004,0.031795,4.454092
CDS-JHbwZD,14.627704,0.0,0.0,4.386767,0.05865,0.0,0.0,1.729003,5.329621,0.0,0.0
CDS-JKAaJJ,59.045005,0.0,0.0,27.392153999999998,0.018325,0.0,0.0,4.148601,8.835678,0.0,2.741484
CDS-JKg9kt,16.762115,0.0,0.0,3.4666230000000002,0.0,0.0,0.0,1.47235,0.147435,0.0,0.0
CDS-JKs6SC,4.301352,0.0,0.0,5.362204,0.0,0.0,0.0,0.0,0.99983,0.0,0.0
CDS-JLX6K1,1.686455,0.0,0.0,1.472208,0.0,0.0,0.0,1.2757,1.658786,0.0,0.062931
CDS-JQkbki,37.401651,0.0,0.0,19.022872,0.05405,0.0,0.0,0.0,1.636333,0.0,0.0
CDS-JRk3Xr,4.601412,0.0,0.0,1.1377329999999999,0.0,0.0,0.0,2.799267,2.916589,0.0,0.0
CDS-JSTQob,0.246865,0.0,0.0,0.145819,0.0,0.0,0.0,0.0,0.293902,0.0,0.0
CDS-JU8YGP,5.089883,0.0,0.0,2.7436309999999997,0.0,0.0,0.0,2.414394,4.696847999999999,0.0,0.069801
CDS-JZSQPQ,9.247076,0.0,0.0,3.4319800000000003,0.0,0.0,0.0,7.397949,11.393516,0.0,2.020956
CDS-JcshUd,62.099188,0.0,0.0,98.722342,0.249008,0.0,0.0,28.803333,11.806129,0.113974,0.843595
CDS-JfTwu8,41.689449,0.0,0.0,21.961541,0.19153,0.139883,0.0,4.521653,9.413225,0.021914,0.530078
CDS-JjW9ss,3.641468,0.0,0.0,2.60256,0.0,0.0,0.0,0.0,0.198024,0.0,0.0
CDS-JkhtO1,1.768857,0.0,0.0282,0.863255,0.0,0.0,0.0,0.198686,0.095091,0.0,0.0
CDS-JmZfex,28.749808,0.0,0.0,5.197807000000001,0.052293,0.0,0.0,10.961458,20.459463,0.0,2.255729
CDS-JmpUEK,208.279105,0.0,0.0,78.56675,0.341949,0.062651,12.195589,4.215466,27.055002,0.0,6.1308370000000005
CDS-JnCWWF,0.6545989999999999,0.0,0.0,0.674392,0.0,0.0,0.0,0.0,0.6610320000000001,0.0,0.0
CDS-JnjplY,137.039826,0.0,0.0,57.96988700000001,0.911953,0.0,30.873625,3.116608,32.986905,0.0,0.40763
CDS-JpOaAc,0.219823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-JriAXx,19.870848,0.0,0.0,5.840593,0.0,0.0,0.0,1.36122,2.475189,0.0,0.0
CDS-JtOm0K,108.873515,0.0,0.0,26.039321,0.06509,0.0,11.085462,10.562583,18.225162,0.0,12.563849999999999
CDS-JtuZXA,0.589119,0.0,0.0,0.8848010000000001,0.0,0.0,0.0,0.0,0.169821,0.0,0.0
CDS-Ju8UUc,28.662541,0.0,0.0,11.508735,0.0,0.0,0.0,27.476946,32.727373,0.050939,7.513821
CDS-Jv83dO,20.557315,0.0,0.0,6.361168,0.0,0.0,0.0,12.44985,28.674754,0.0,7.557905
CDS-JxZj8Z,37.956815,0.0,0.0,16.950812,0.076128,0.0,0.0,47.824521,57.433835,0.0,12.56978
CDS-JyAaCA,17.696286,0.0,0.0,6.926265,0.0,0.0,0.0,1.20092,1.8506619999999998,0.0,0.0
CDS-Jypymh,32.104772,0.0,0.0,5.800693000000001,0.110493,0.097416,0.0,12.518411,26.498523,0.033184,8.048307000000001
CDS-K0DGNX,20.673938,0.0,0.0,7.140049,0.0,0.0,0.0,2.371265,3.629616,0.0,0.931894
CDS-K4OttW,24.200265,0.0,0.0,14.353376999999998,0.0,0.0,0.0,14.20542,34.484672,0.0,0.947524
CDS-K5PakQ,33.705009000000004,0.0,0.0,18.135245,0.0,0.0,0.0,0.0,0.7566269999999999,0.0,0.0
CDS-K6Tup7,0.662657,0.0,0.0,0.554067,0.0,0.0,0.0,0.0,0.0,0.0,0.024963
CDS-K7GYLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-K7Iymm,38.634685,0.0,0.0,7.670751,0.0,0.0,0.0,5.15386,6.765722,0.0,4.090178
CDS-K7Rhdj,51.231246,0.0,0.0,19.583228000000002,0.045467,0.0,0.0,3.235972,3.710893,0.0,1.145319
CDS-K7XcoU,28.70672,0.0,0.0,9.41858,0.169488,0.0,0.0,1.098738,11.043073999999999,0.0,3.591104
CDS-K9npbd,3.252138,0.0,0.0,1.3144920000000002,0.0,0.0,0.0,2.874585,1.612122,0.0,0.187379
CDS-KGz87C,1.505115,0.0,0.0,0.6712119999999999,0.0,0.0,0.0,0.113904,0.95048,0.0,0.0
CDS-KHWSF6,0.730122,0.0,0.0,0.389714,0.0,0.0,0.0,0.0,0.442421,0.0,0.0
CDS-KHjnv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-KHwQOP,433.682336,0.0,0.0,168.20139899999998,0.0,0.0,0.0,20.519554,0.0,0.009792,0.0
CDS-KLJnL3,45.117202999999996,0.0,0.0,20.056584,0.177447,0.0,6.572997,0.0,19.925810999999996,0.0,9.576542
CDS-KMhiT9,20.788092,0.0,0.0,16.783905,0.123939,0.0,0.0,16.243368,26.745758,0.0,1.785166
CDS-KOiYBQ,9.657703,0.0,0.0,4.185107,0.0,0.0,0.0,0.163873,0.0,0.0,0.0
CDS-KQKKIw,0.021199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144167,0.0,0.0
CDS-KRPwNj,9.109932,0.0,0.016792,3.906676,0.026477,0.0,0.0,0.616675,0.482665,0.0,0.0
CDS-KSmwVr,26.62633,0.0,0.0,11.021805999999998,0.153781,0.0,0.0,1.477887,15.286,0.0,0.0
CDS-KT0ZNp,22.427686,0.0,0.0,9.299186,0.0,0.0,0.0,13.301766,21.412756,0.026698,2.767473
CDS-KUSLrA,1.879358,0.0,0.0,0.9100659999999999,0.0,0.0,0.0,1.174304,1.258302,0.020452,0.0
CDS-KY7vYu,3.955234,0.0,0.0,2.560051,0.054265,0.0,0.0,2.775299,6.990944,0.0,0.0
CDS-KYE9ja,0.111068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-KamGV8,16.520239999999998,0.0,0.0,4.082859,0.0,0.0,0.0,1.305707,9.201494,0.0,0.0
CDS-KdSpLT,0.856509,0.0,0.0,0.169474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-KjWGvO,0.141876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158212,0.0,0.0
CDS-KkavlE,0.40115900000000004,0.0,0.0,0.072784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-KlVnbK,23.302404,0.0,0.0,11.731099,0.027009,0.091198,0.0,23.669577,36.848656,0.026316,0.9978899999999999
CDS-KmBAV1,9.204372,0.0,0.0,9.217755,0.0,0.0,0.0,0.0,1.441628,0.0,0.151444
CDS-KmigvI,0.113995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-KnmxYu,11.842793,0.0,0.0,4.658479,0.0,0.0,0.0,5.67543,5.965178,0.0,0.0
CDS-KoBwnR,16.631115,0.0,0.0,5.409467,0.156203,0.0,4.065386,0.0,5.331658999999999,0.0,4.038978999999999
CDS-Kpx5oy,7.215627,0.0,0.0,9.406918000000001,0.028589,0.0,0.0,5.659578,4.99715,0.0,1.377767
CDS-KqVbfR,21.851317,0.0,0.0,9.417896,0.0,0.283262,0.0,1.176923,5.981428,0.0,0.316889
CDS-KqcCB0,97.526791,0.0,0.0,56.133053,0.530552,0.0,0.0,2.442722,18.617074,0.0,3.307661
CDS-KsErwe,0.136108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-KsNVLi,5.8963920000000005,0.0,0.0,2.6332720000000003,0.0,0.0,0.0,0.589853,1.1085639999999999,0.0,3.818444
CDS-Kv1ZcW,19.377969,0.0,0.0,5.305019,0.0,0.0,0.0,2.363534,6.616695,0.0,0.0
CDS-KwN3i1,4.234044,0.0,0.0,4.373607,0.032732,0.0,0.0,3.852523,0.582302,0.0,0.0
CDS-Kyh04v,27.192638,0.0,0.0,16.815292,0.166064,0.091609,0.0,29.287336,27.635033999999997,0.0,6.651809
